uid,rel,rows,cols,aspect,mpx,file_mb,near_black,near_white,mid,class,name_has_abnormality_suffix
1.3.6.1.4.1.9590.100.1.2.175279244011756314804038340243723212701,jpeg/1.3.6.1.4.1.9590.100.1.2.175279244011756314804038340243723212701/1-169.jpg,5071,2401,2.1120366513952518,12.175471,1.140147,0.5125158607827164,0.010692810159048468,0.4767913290582351,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.175382778511258946501326317242254559109,jpeg/1.3.6.1.4.1.9590.100.1.2.175382778511258946501326317242254559109/1-106.jpg,4456,2720,1.638235294117647,12.12032,0.662352,0.8423340307846657,5.618663533636076e-05,0.15760978257999791,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.177198269311123412136921043604099760083,jpeg/1.3.6.1.4.1.9590.100.1.2.177198269311123412136921043604099760083/1-078.jpg,5311,2956,1.7966847090663058,15.699316,1.497596,0.5055004307194021,0.01607006317982261,0.4784295061007753,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.178203594513520416601754679041093350921,jpeg/1.3.6.1.4.1.9590.100.1.2.178203594513520416601754679041093350921/1-138.jpg,4456,2840,1.5690140845070422,12.65504,1.342467,0.6243903614686322,0.0003132348850734569,0.3752964036462943,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.178738814511944891404623704932278059093,jpeg/1.3.6.1.4.1.9590.100.1.2.178738814511944891404623704932278059093/1-078.jpg,5784,3984,1.4518072289156627,23.043456,3.37077,0.4013922217222972,0.0014811146383598016,0.5971266636393431,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.182408656611731386116885853554288106899,jpeg/1.3.6.1.4.1.9590.100.1.2.182408656611731386116885853554288106899/1-059.jpg,4568,2856,1.5994397759103642,13.046208,1.522299,0.607465402973799,7.665062522381983e-07,0.3925338305199487,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.189053724912516038924145908692467372854,jpeg/1.3.6.1.4.1.9590.100.1.2.189053724912516038924145908692467372854/1-277.jpg,4584,2976,1.5403225806451613,13.641984,1.408193,0.6587114454906265,0.00039583685188312784,0.34089271765749035,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.189207631912803291707310698522964267237,jpeg/1.3.6.1.4.1.9590.100.1.2.189207631912803291707310698522964267237/1-273.jpg,4608,2920,1.5780821917808219,13.45536,1.170008,0.694673869744102,0.003886629566210046,0.301439500689688,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.189362349512179537916071128813181415730,jpeg/1.3.6.1.4.1.9590.100.1.2.189362349512179537916071128813181415730/1-244.jpg,4801,2371,2.024884015183467,11.383171,0.714463,0.7122781516679315,0.01723272012693124,0.27048912820513726,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.190396557911044436017707772353927261390,jpeg/1.3.6.1.4.1.9590.100.1.2.190396557911044436017707772353927261390/1-240.jpg,4632,2992,1.5481283422459893,13.858944,1.496852,0.5754761690356783,0.0006081992971470265,0.42391563166717466,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.193480584913356968813639791451726556909,jpeg/1.3.6.1.4.1.9590.100.1.2.193480584913356968813639791451726556909/1-065.jpg,5872,3640,1.6131868131868132,21.37408,2.681613,0.451836757418331,0.0013176239632302304,0.5468456186184387,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.194868667012564968127301658993026023368,jpeg/1.3.6.1.4.1.9590.100.1.2.194868667012564968127301658993026023368/1-233.jpg,5816,4088,1.4227005870841487,23.775808,2.613447,0.5668834893013941,0.0012206945816520725,0.4318958161169538,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.194993015913874932816965175272741424254,jpeg/1.3.6.1.4.1.9590.100.1.2.194993015913874932816965175272741424254/1-272.jpg,4656,2968,1.568733153638814,13.819008,0.881425,0.7895291036809589,0.004651202170228138,0.20581969414881301,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.195038125411006195533245648703882808947,jpeg/1.3.6.1.4.1.9590.100.1.2.195038125411006195533245648703882808947/1-114.jpg,4392,3104,1.4149484536082475,13.632768,1.261876,0.6563791740606163,0.0031167551593337464,0.34050407078004996,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.195114100511298010617405868932832986379,jpeg/1.3.6.1.4.1.9590.100.1.2.195114100511298010617405868932832986379/1-261.jpg,5491,3076,1.785110533159948,16.890316,2.019409,0.41601844512559744,0.01909099865271911,0.5648905562216834,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.195937596810551459935867582874238152345,jpeg/1.3.6.1.4.1.9590.100.1.2.195937596810551459935867582874238152345/1-256.jpg,5341,2146,2.488816402609506,11.461786,0.61021,0.7725236712672877,0.03379141784709643,0.19368491088561585,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.198664786512996551023962430914065511350,jpeg/1.3.6.1.4.1.9590.100.1.2.198664786512996551023962430914065511350/1-032.jpg,5131,2371,2.164065795023197,12.165601,0.924653,0.6429408625188349,0.012509780651198408,0.34454935682996674,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.20232052811861584242150823693777847703,jpeg/1.3.6.1.4.1.9590.100.1.2.20232052811861584242150823693777847703/1-242.jpg,4592,3088,1.4870466321243523,14.180096,1.446102,0.6198184412855879,0.005314068395587731,0.3748674903188243,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.202832606612820515108662227531431470372,jpeg/1.3.6.1.4.1.9590.100.1.2.202832606612820515108662227531431470372/1-034.jpg,4411,2176,2.0271139705882355,9.598336,1.904002,0.5652404750156694,0.017282578980356594,0.417476946003974,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.204340788011772153840832869381951396003,jpeg/1.3.6.1.4.1.9590.100.1.2.204340788011772153840832869381951396003/1-125.jpg,4608,3112,1.480719794344473,14.340096,1.12289,0.6862246947300771,0.00853683266834476,0.30523847260157816,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.204430961913085029114963861863064771359,jpeg/1.3.6.1.4.1.9590.100.1.2.204430961913085029114963861863064771359/1-105.jpg,4640,3072,1.5104166666666667,14.25408,1.839048,0.49460365032327586,0.009781199488146552,0.49561515018857766,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.207615672611078372304359064633419264695,jpeg/1.3.6.1.4.1.9590.100.1.2.207615672611078372304359064633419264695/1-145.jpg,5371,2506,2.1432561851556264,13.459726,1.818586,0.5168591099105584,0.0022496743247225094,0.4808912157647191,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.209300280410374447319412284721590506572,jpeg/1.3.6.1.4.1.9590.100.1.2.209300280410374447319412284721590506572/1-112.jpg,4966,3286,1.511259890444309,16.318276,2.403051,0.4762180146971408,0.0006772774280812508,0.5231047078747779,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.211070236113046135134232075612052632700,jpeg/1.3.6.1.4.1.9590.100.1.2.211070236113046135134232075612052632700/1-221.jpg,4800,2960,1.6216216216216217,14.208,1.484143,0.5899431306306306,0.005725225225225225,0.40433164414414413,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.211245852411553375218922095460645818053,jpeg/1.3.6.1.4.1.9590.100.1.2.211245852411553375218922095460645818053/1-080.jpg,6751,4111,1.6421795183653611,27.753361,2.477109,0.4688803637152271,0.028898193627791603,0.5022214426569813,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.214166513113616613919423648413903167843,jpeg/1.3.6.1.4.1.9590.100.1.2.214166513113616613919423648413903167843/1-225.jpg,5491,2326,2.3607050730868444,12.772066,1.261565,0.48470435401758805,0.03222407400650764,0.48307157197590433,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.214716350711587846302171252931002081387,jpeg/1.3.6.1.4.1.9590.100.1.2.214716350711587846302171252931002081387/1-048.jpg,5664,4040,1.401980198019802,22.88256,2.567523,0.5677048809224142,0.0006952893382558595,0.4315998297393299,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.216584034910216581917633911380663041741,jpeg/1.3.6.1.4.1.9590.100.1.2.216584034910216581917633911380663041741/1-186.jpg,4752,2288,2.076923076923077,10.872576,0.701278,0.8030619422664877,0.00016858930211202937,0.19676946843140022,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.219299223211070667010743548621793942263,jpeg/1.3.6.1.4.1.9590.100.1.2.219299223211070667010743548621793942263/1-101.jpg,4536,2864,1.5837988826815643,12.991104,1.098431,0.7140735691131408,6.312011665829171e-06,0.28592011887519336,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.219332692312218512833665983043515282248,jpeg/1.3.6.1.4.1.9590.100.1.2.219332692312218512833665983043515282248/1-062.jpg,5491,2506,2.191141260973663,13.760446,1.468413,0.4641473103415398,0.02706743662233041,0.5087852530361299,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.220148131710644925328282700082566799231,jpeg/1.3.6.1.4.1.9590.100.1.2.220148131710644925328282700082566799231/1-071.jpg,5266,3331,1.580906634644251,17.541046,1.47229,0.6023841451644332,1.704573376068907e-05,0.3975988091018061,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.220517698812723136111000091231924310689,jpeg/1.3.6.1.4.1.9590.100.1.2.220517698812723136111000091231924310689/1-092.jpg,5251,2371,2.2146773513285534,12.450121,1.032579,0.6024064344434885,0.002649452161950876,0.3949441133945606,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.222255370311488039329460872992264840859,jpeg/1.3.6.1.4.1.9590.100.1.2.222255370311488039329460872992264840859/1-023.jpg,5744,4064,1.4133858267716535,23.343616,2.72847,0.5311543849933104,0.0033117405632443575,0.4655338744434453,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.222776680012290883524152052802809041134,jpeg/1.3.6.1.4.1.9590.100.1.2.222776680012290883524152052802809041134/1-150.jpg,4672,2440,1.9147540983606557,11.39968,1.289329,0.5557942854536267,0.0006371231473164159,0.44356859139905686,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.225893167712705639706899641612088401339,jpeg/1.3.6.1.4.1.9590.100.1.2.225893167712705639706899641612088401339/1-235.jpg,5491,3256,1.6864250614250613,17.878696,1.587973,0.5250819187260637,0.02128276021920167,0.45363532105473464,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.227046036411673939941826308392238305676,jpeg/1.3.6.1.4.1.9590.100.1.2.227046036411673939941826308392238305676/1-043.jpg,5952,3168,1.878787878787879,18.855936,2.092999,0.559693721913354,0.0006373059390952536,0.43966897214755074,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.227319748412243756920332645432788989156,jpeg/1.3.6.1.4.1.9590.100.1.2.227319748412243756920332645432788989156/1-207.jpg,5491,1996,2.751002004008016,10.960036,0.846072,0.5808039316659179,0.02484599503140318,0.3943500733026789,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.227424867211387289616341177611523680294,jpeg/1.3.6.1.4.1.9590.100.1.2.227424867211387289616341177611523680294/1-295.jpg,5491,2926,1.8766233766233766,16.066666,1.523614,0.48142234362748315,0.04632124673532144,0.4722564096371954,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.228053219311759312114049662981727809230,jpeg/1.3.6.1.4.1.9590.100.1.2.228053219311759312114049662981727809230/1-074.jpg,6466,4006,1.6140788816774838,25.902796,2.7921,0.37541958790857943,0.016760545849953803,0.6078198662414668,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.228145110911907288720511663481487304924,jpeg/1.3.6.1.4.1.9590.100.1.2.228145110911907288720511663481487304924/1-213.jpg,3944,3032,1.3007915567282322,11.958208,1.255773,0.6239447415532494,0.001011690045866404,0.37504356840088415,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.229013901811476548604341958812495919089,jpeg/1.3.6.1.4.1.9590.100.1.2.229013901811476548604341958812495919089/1-015.jpg,4512,2952,1.5284552845528456,13.319424,2.027149,0.4220800388965769,2.7403587422399048e-05,0.5778925575160008,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.231464391511494721022495443402894365725,jpeg/1.3.6.1.4.1.9590.100.1.2.231464391511494721022495443402894365725/1-291.jpg,5476,3301,1.6588912450772493,18.076276,1.909891,0.5247567585270329,0.020252844114573156,0.45499039735839397,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.236005020611647513015797823113967432786,jpeg/1.3.6.1.4.1.9590.100.1.2.236005020611647513015797823113967432786/1-079.jpg,5952,4152,1.4335260115606936,24.712704,2.932907,0.42230635708662234,0.012948684207118736,0.564744958706259,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.237414816711788622329494496482735726374,jpeg/1.3.6.1.4.1.9590.100.1.2.237414816711788622329494496482735726374/1-024.jpg,4800,3280,1.4634146341463414,15.744,1.48317,0.6567221798780488,0.004360327743902439,0.33891749237804875,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.238378346612642268838720080793432141825,jpeg/1.3.6.1.4.1.9590.100.1.2.238378346612642268838720080793432141825/1-257.jpg,5086,1861,2.7329392799570122,9.465046,0.780577,0.5774718897298544,0.05627801491931471,0.36625009535083086,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.242128209412592948513553404181811609109,jpeg/1.3.6.1.4.1.9590.100.1.2.242128209412592948513553404181811609109/1-088.jpg,6841,4966,1.3775674587192912,33.972406,3.743567,0.39397845416070915,0.0141744449892657,0.5918471008500251,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.242916615411539131418258364482174881460,jpeg/1.3.6.1.4.1.9590.100.1.2.242916615411539131418258364482174881460/1-206.jpg,4156,1951,2.1301896463352126,8.108356,0.539695,0.70489677562258,0.010786280227459179,0.2843169441499608,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.244137585510501636128224306141918978720,jpeg/1.3.6.1.4.1.9590.100.1.2.244137585510501636128224306141918978720/1-279.jpg,5491,2551,2.1524892199137593,14.007541,1.603919,0.49444981099823304,0.03142550144954064,0.4741246875522263,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.246605126713505032501097061560585068250,jpeg/1.3.6.1.4.1.9590.100.1.2.246605126713505032501097061560585068250/1-039.jpg,4426,2206,2.0063463281958294,9.763756,0.642901,0.679604754563715,0.03627466724895624,0.2841205781873287,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.249304342210593400116888063231773492982,jpeg/1.3.6.1.4.1.9590.100.1.2.249304342210593400116888063231773492982/1-176.jpg,4608,3120,1.476923076923077,14.37696,1.366407,0.6387360749421296,0.0018558860844017093,0.3594080389734687,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.255187836210844252836072101621097580135,jpeg/1.3.6.1.4.1.9590.100.1.2.255187836210844252836072101621097580135/1-271.jpg,4664,2680,1.7402985074626867,12.49952,0.988315,0.6768097494943806,0.0050823551624382375,0.31810789534318124,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.25530538411839768118282182472795553760,jpeg/1.3.6.1.4.1.9590.100.1.2.25530538411839768118282182472795553760/1-087.jpg,6451,4306,1.4981421272642823,27.778006,3.020684,0.39827077580730597,0.011531281258993177,0.5901979429337009,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.257802487411496422520986169631379868842,jpeg/1.3.6.1.4.1.9590.100.1.2.257802487411496422520986169631379868842/1-082.jpg,4624,3032,1.525065963060686,14.019968,1.814264,0.5291706799901398,0.0023677657466835873,0.46846155426317665,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.258241989811730836203174928821890742890,jpeg/1.3.6.1.4.1.9590.100.1.2.258241989811730836203174928821890742890/1-159.jpg,5971,3256,1.8338452088452089,19.441576,1.79134,0.5054158160840458,0.023951710499189982,0.4706324734167642,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.258246263812583145913706029001213151162,jpeg/1.3.6.1.4.1.9590.100.1.2.258246263812583145913706029001213151162/1-204.jpg,5856,3504,1.6712328767123288,20.519424,2.236277,0.5553258707456895,0.0020273473563390473,0.44264678189797146,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.25895118011399481537937532611545582815,jpeg/1.3.6.1.4.1.9590.100.1.2.25895118011399481537937532611545582815/1-090.jpg,5266,2851,1.8470712030866363,15.013366,1.122695,0.6399861296927019,1.22557459799488e-05,0.3600016145613182,full mammogram,False
1.3.6.1.4.1.9590.100.1.2.263861248711313923336051913560309963304,jpeg/1.3.6.1.4.1.9590.100.1.2.263861248711313923336051913560309963304/1-045.jpg,4688,2744,1.7084548104956268,12.863872,1.071182,0.743438989442681,0.0001152841073045503,0.2564457264500144,full mammogram,False
